發生時間,發生地點,死亡受傷人數,車種,經度,緯度
107年02月06日 13時12分00秒,桃園市蘆竹區仁愛路三段高鐵橋下,死亡1;受傷0,腳踏自行車-慢車,121.309720,25.055258
107年02月06日 21時20分10秒,南投縣草屯鎮御史里登輝路212號對面,死亡1;受傷0,自用-大貨車;普通重型-機車,120.692679,23.989066
107年02月06日 22時52分00秒,彰化縣二林鎮廣興里廣興巷前0.0公尺,死亡1;受傷0,自用-小客車,120.361207,23.860987
107年02月07日 16時35分00秒,臺南市安南區北安路4段東側 / 臺南市安南區工明路,死亡1;受傷0,自用-小客車;普通重型-機車,120.213822,23.059504
107年02月07日 18時25分50秒,花蓮縣秀林鄉台9線 191公里700.0公尺處南向外側,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人,121.609887,24.081447
107年02月07日 21時22分50秒,高雄市旗山區國道10號 32公里400.0公尺處東側向外側,死亡1;受傷0,自用-小客車,120.491568,22.864309
107年02月08日 18時14分00秒,高雄市前鎮區村三多二路 / 高雄市前鎮區桂林街,死亡1;受傷0,營業用-大貨車;普通重型-機車,120.316065,22.617780
107年02月09日 05時59分33秒,新竹縣關西鎮正義、北平路口,死亡1;受傷0,行人-人;自用-小客車,121.171691,24.797590
107年02月09日 07時39分00秒,彰化縣大村鄉村上村中正西路62號前0.0公尺,死亡1;受傷0,營業用-大貨車;普通重型-機車,120.561803,23.989008
107年02月09日 15時00分00秒,高雄市六龜區旗六公路13K號前0.0公尺,死亡1;受傷4,自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人,120.641414,22.923666
107年02月09日 16時40分00秒,花蓮縣富里鄉台9線 304公里600.0公尺處南,死亡1;受傷0,普通重型-機車;營業用-半聯結車,121.242244,23.161293
107年02月10日 01時50分00秒,臺南市中西區西門路2段北側 / 臺南市中西區民族路3段,死亡1;受傷1,腳踏自行車-慢車;自用-小客車,120.200229,22.998001
107年02月10日 06時30分00秒,臺南市佳里區蚶寮里南34線公路與南35線公路路口,死亡1;受傷2,普通重型-機車;自用-小客車;乘客-人,120.155840,23.130277
107年02月10日 07時00分00秒,高雄市前鎮區環區一路與南二路口,死亡1;受傷1,普通重型-機車;普通重型-機車,120.294145,22.597490
107年02月10日 08時22分00秒,彰化縣彰化市牛埔里彰興路2段 / 彰化縣彰化市牛埔里彰南路3段,死亡1;受傷1,普通重型-機車;普通重型-機車,120.599726,24.084856
107年02月11日 03時27分00秒,臺中市西區土庫里五權西路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,120.656956,24.140148
107年02月11日 05時15分43秒,宜蘭縣頭城鎮頂埔里頂埔路1段276號前0.0公尺東側,死亡1;受傷1,普通重型-機車;行人-人,121.814277,24.846261
107年02月11日 23時55分02秒,臺南市白河區大竹里南89線4.6公里處,死亡1;受傷0,自用-小客車,120.412528,23.362254
107年02月12日 13時05分00秒,臺南市安南區海佃路2段南側 / 臺南市安南區海東七街,死亡1;受傷1,普通重型-機車;普通重型-機車,120.189670,23.033846
107年02月12日 20時13分00秒,臺東縣大武鄉台9線 435公里700.0公尺處北向路肩,死亡1;受傷0,普通重型-機車,120.905332,22.356647
107年02月13日 18時47分00秒,屏東縣林邊鄉下庄57號前,死亡1;受傷0,行人-人;自用-小客車,120.525770,22.455774
107年02月13日 22時35分00秒,嘉義縣民雄鄉台1線 256公里700.0公尺處南向外側,死亡1;受傷4,自用-小客車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人;乘客-人,120.435269,23.567642
107年02月14日 08時00分00秒,臺中市后里區廣福里三豐路三段前0.0公尺,死亡1;受傷2,普通重型-機車;普通重型-機車;自用-小貨車(含客、貨兩用);自用-小客車;自用-小客車;乘客-人,120.723563,24.298088
107年02月14日 10時08分00秒,臺東縣成功鎮忠仁里中山東路與南側 / 臺東縣成功鎮忠仁里光復路,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,121.380934,23.105283
107年02月14日 14時02分00秒,新竹市東區光復路二段316號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.001731,24.793054
107年02月14日 21時47分00秒,臺北市中山區民族東路129號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,121.539410,25.068314
107年02月15日 10時32分26秒,嘉義縣竹崎鄉灣橋村朴子埔185號,死亡1;受傷1,自用-小客車;自用-小貨車(含客、貨兩用),120.515289,23.490790
107年02月15日 23時30分00秒,雲林縣土庫鎮越港里林森路與大同路,死亡1;受傷0,自用-小客車,120.395705,23.676400
107年02月16日 18時40分00秒,屏東縣里港鄉新民路(大山寮高幹62左40),死亡1;受傷0,普通重型-機車,120.528107,22.767684
107年02月16日 19時34分00秒,雲林縣褒忠鄉新湖村新湖路25號前,死亡1;受傷0,自用-小客車,120.292556,23.705368
107年02月16日 20時04分38秒,花蓮縣吉安鄉廣賢路2段61號前0.0公尺東側,死亡1;受傷0,自用-小客車;普通重型-機車,121.573463,23.941622
107年02月16日 20時50分00秒,基隆市暖暖區八堵路大華二橋,死亡1;受傷0,大型重型2(250-550C.C.)-機車,121.729054,25.108334
107年02月17日 00時50分00秒,臺南市南區樹林街2段西側 / 臺南市南區西門路1段,死亡1;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.197508,22.986334
107年02月17日 14時41分17秒,新竹縣新豐鄉瑞興村9鄰167號附近,死亡1;受傷2,自用-小客車;乘客-人;乘客-人,121.026122,24.903614
107年02月17日 21時50分00秒,臺中市豐原區社皮里豐原大道一段前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,120.703267,24.246409
107年02月18日 16時06分00秒,新北市金山區臺2甲線道路前0.0公尺,死亡1;受傷6,自用-小客車;自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人,121.585603,25.186546
107年02月19日 16時17分00秒,桃園市大溪區員林路3段584號前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人,121.252906,24.876383
107年02月19日 16時59分00秒,新北市坪林區北宜公路前0.0公尺,死亡1;受傷0,大型重型2(250-550C.C.)-機車,121.720231,24.901738
107年02月19日 22時30分00秒,雲林縣斗南鎮延平路二段312049號路燈附近,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.476019,23.672192
107年02月20日 04時09分00秒,臺北市大安區市民大道4段前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車;普通重型-機車;普通重型-機車,121.552859,25.044306
107年02月20日 05時43分00秒,屏東縣長治鄉台24線新榮3-16號前,死亡1;受傷0,普通重型-機車,120.569581,22.707102
107年02月20日 10時16分00秒,新竹縣竹北市蓮花路75巷,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.959045,24.863834
107年02月20日 16時24分00秒,彰化縣二林鎮後厝里斗苑路3段321號前0.0公尺前,死亡1;受傷1,自用-小貨車(含客、貨兩用);自用-小客車,120.400283,23.898076
107年02月21日 00時02分00秒,嘉義縣東石鄉下揖村嘉7線090669號路燈桿前,死亡1;受傷0,自用-小客車,120.203213,23.478021
107年02月21日 15時25分16秒,嘉義縣民雄鄉東榮村文化路與進興街旁,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,120.424912,23.547898
107年02月22日 09時30分24秒,嘉義縣太保市田尾里產業道路(溪南1之88號),死亡1;受傷0,普通重型-機車,120.344368,23.503723
107年02月22日 13時10分00秒,屏東縣東港鎮中正路3段650號,死亡1;受傷0,普通重型-機車,120.475066,22.488910
107年02月23日 06時00分00秒,臺東縣海端鄉東7 7公里700.0公尺處北向外側,死亡1;受傷0,普通重型-機車,121.183671,23.071258
107年02月23日 08時17分00秒,高雄市岡山區成功路口 / 高雄市岡山區岡山路口,死亡1;受傷0,普通重型-機車;營業用-大貨車,120.294535,22.799669
107年02月23日 16時00分00秒,臺中市東勢區下新里東蘭路78-6號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人;自用-小客車;自用-小客車,120.820093,24.274157
107年02月23日 18時34分00秒,彰化縣秀水鄉鶴鳴村彰鹿路150號前0.0公尺前,死亡1;受傷0,自用-小客車;行人-人,120.504277,24.050617
107年02月23日 23時59分18秒,桃園市大園區台61線 31公里600.0公尺處南向內側,死亡1;受傷0,大型重型1(550C.C.以上)-機車,121.178756,25.082410
107年02月24日 01時16分00秒,桃園市龜山區大湖路上警察大學後門附近,死亡1;受傷0,普通重型-機車,121.354221,25.047641
107年02月24日 04時45分20秒,南投縣中寮鄉內城村龍南路11-1號東側,死亡1;受傷0,自用-小貨車(含客、貨兩用);其他人-人,120.788462,23.945022
107年02月24日 12時20分00秒,雲林縣斗南鎮新崙里產業道路斗南鎮115573號燈桿處路口,死亡1;受傷1,自用-小客車;普通重型-機車,120.441682,23.675671
107年02月24日 12時44分59秒,桃園市復興區三民里11鄰水流東33號(O107020208三民所),死亡1;受傷0,自用-小客車;普通重型-機車;自用-小客車,121.331160,24.831699
107年02月24日 15時14分56秒,屏東縣新園鄉塩光路120-7號,死亡1;受傷1,普通重型-機車;乘客-人,120.442154,22.477400
107年02月24日 16時54分00秒,新北市五股區疏洪一路前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人,121.458371,25.075385
107年02月24日 17時50分57秒,臺南市永康區永大路1段北側 / 臺南市永康區大灣東路,死亡1;受傷0,民營公車-大客車;普通重型-機車,120.258415,22.997879
107年02月25日 02時45分54秒,桃園市桃園區中山路219號,死亡1;受傷0,普通重型-機車;自用-小客車,121.307822,24.992844
107年02月25日 13時00分21秒,嘉義縣阿里山鄉十字村台18線80.3公里處,死亡1;受傷1,自用-小客車;乘客-人,120.782579,23.490291
107年02月25日 16時34分00秒,雲林縣元長鄉五塊村北水路29號旁路口,死亡1;受傷0,普通重型-機車;自用-小客車,120.286836,23.674894
107年02月26日 11時18分20秒,屏東縣內埔鄉東勢村大同路4段(龍泉高幹78號電桿),死亡1;受傷0,普通重型-機車,120.566320,22.615134
107年02月26日 17時00分00秒,臺中市清水區臨江里臨港路七段前0.0公尺,死亡1;受傷0,自用-小客車;普通輕型-機車,120.564523,24.297291
107年02月26日 18時29分10秒,苗栗縣通霄鎮坪頂里14鄰133-5號前,死亡1;受傷0,自用-小客車;行人-人,120.701406,24.456170
107年02月27日 04時52分00秒,臺中市北屯區平田里興安路一段前0.0公尺,死亡1;受傷2,自用-小貨車(含客、貨兩用);自用-小客車;普通重型-機車;自用-小客車;乘客-人,120.694614,24.174519
107年02月27日 05時15分00秒,高雄市燕巢區國道10號 14公里900.0公尺處東向內側,死亡1;受傷0,自用-小客車,120.382228,22.759615
107年02月27日 16時46分00秒,高雄市小港區村明聖街116號前0.0公尺前,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,120.346600,22.581850
107年02月27日 18時45分00秒,高雄市三民區陽明路口 / 高雄市三民區澄和路口,死亡1;受傷1,普通重型-機車;普通重型-機車,120.342512,22.644941
107年02月28日 05時53分00秒,臺北市萬華區西園路1段 / 臺北市萬華區和平西路3段,死亡1;受傷1,大型重型1(550C.C.以上)-機車;行人-人,121.499346,25.035301
107年02月28日 13時07分00秒,嘉義縣中埔鄉龍門村龍門24之20號,死亡1;受傷0,自用-小貨車(含客、貨兩用),120.503737,23.420029
107年02月28日 16時10分00秒,嘉義縣朴子市永和里台82線東西向快速道路8.7公里附近,死亡1;受傷0,自用-小貨車(含客、貨兩用),120.228577,23.453452
107年03月01日 07時20分00秒,臺南市仁德區中正路1段北側 / 臺南市仁德區二仁路1段,死亡1;受傷0,營業用-全聯結車;腳踏自行車-慢車,120.225807,22.918657
107年03月01日 18時36分00秒,桃園市桃園區富國路669號前0.0公尺西側,死亡1;受傷0,普通重型-機車;營業用-曳引車,121.281436,25.021016
107年03月01日 20時40分31秒,彰化縣彰化市國道3號 203公里400.0公尺處北向中線,死亡1;受傷1,自用-小客車;自用-小客車;其他人-人;自用-小客車;自用-小客車,120.566336,24.105133
107年03月02日 14時05分00秒,花蓮縣壽豐鄉豐坪村豐坪路3段北側,死亡1;受傷0,自用-小貨車(含客、貨兩用),121.505970,23.829312
107年03月02日 15時39分28秒,新竹縣竹北市中正西路1458號,死亡1;受傷0,普通重型-機車;營業用-大貨車,120.967300,24.842414
107年03月02日 18時40分00秒,南投縣名間鄉大坑村4鄰南田路217號前0.0公尺西側,死亡1;受傷1,普通重型-機車;行人-人,120.648019,23.870760
107年03月03日 00時44分00秒,臺南市鹽水區後宅里南3線5公里100公尺處,死亡1;受傷0,普通重型-機車,120.254856,23.310497
107年03月03日 00時53分00秒,屏東縣萬丹鄉四維村丹榮路南側 / 屏東縣萬丹鄉四維村萬丹路2段,死亡1;受傷0,普通重型-機車,120.488383,22.602621
107年03月03日 06時04分00秒,桃園市大園區圳頭里1鄰後館1-12號,死亡1;受傷0,普通重型-機車;營業用-曳引車,121.192691,25.081932
107年03月03日 06時30分30秒,雲林縣西螺鎮大新里大新路1-2號北側,死亡1;受傷0,自用-小客車,120.497662,23.791217
107年03月04日 07時30分00秒,臺中市北屯區舊社里北屯路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.700341,24.179296
107年03月04日 11時18分51秒,苗栗縣苑裡鎮玉豐5路與玉豐10路口,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人;乘客-人;乘客-人;乘客-人,120.677505,24.409826
107年03月04日 17時14分00秒,桃園市平鎮區南勢里快速路2段795號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,121.219801,24.924567
107年03月05日 05時40分00秒,桃園市楊梅區永美路東側 / 桃園市楊梅區萬大路,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人,121.179388,24.910674
107年03月05日 05時54分00秒,新北市三重區重新路5段451號前0.0公尺,死亡1;受傷0,行人-人;自用-小客車,121.473932,25.047342
107年03月05日 11時20分50秒,桃園市中壢區龍岡里龍岡路三段與游泳路口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.239713,24.930238
107年03月06日 08時14分22秒,臺南市善化區環西路二段(資源再生中心旁)路燈編號41-2-2附近,死亡1;受傷0,普通重型-機車,120.269640,23.120452
107年03月06日 12時54分19秒,南投縣埔里鎮中山路三段與水裡巷口,死亡1;受傷1,普通重型-機車;普通重型-機車,120.956805,23.969007
107年03月06日 15時14分34秒,苗栗縣通霄鎮國道3號 140公里800.0公尺處南向內側,死亡1;受傷0,自用-小貨車(含客、貨兩用);自用-大貨車;自用-大貨車,120.703651,24.489706
107年03月07日 07時33分00秒,新竹縣新埔鎮褒忠路283之57號前(往竹北方向),死亡1;受傷0,普通重型-機車,121.036391,24.844249
107年03月07日 09時00分00秒,嘉義市西區福安里世賢路2段 / 嘉義市西區福安里北港路,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.422993,23.484149
107年03月07日 09時18分00秒,新北市八里區中華路 / 新北市八里區商港路,死亡1;受傷0,營業用-曳引車;普通重型-機車,121.405313,25.149446
107年03月07日 11時42分00秒,嘉義縣新港鄉南崙村崙子500號前路口,死亡1;受傷2,自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車;乘客-人;乘客-人;乘客-人,120.354055,23.587611
107年03月07日 14時52分19秒,臺南市將軍區將富里,死亡1;受傷0,普通重型-機車,120.135502,23.221368
107年03月07日 18時38分57秒,花蓮縣吉安鄉南海十街東側 / 花蓮縣吉安鄉海岸路,死亡1;受傷0,營業用-大貨車;腳踏自行車-慢車,121.586616,23.941994
107年03月08日 22時11分39秒,臺南市善化區溪美里台19甲線與南122線路口,死亡1;受傷0,自用-小客車;普通重型-機車,120.287093,23.152968
107年03月09日 04時09分30秒,苗栗縣後龍鎮台六線與龍坑里6鄰埔仔頂48號旁產業道路口附近,死亡1;受傷0,營業用-大貨車;普通重型-機車,120.784769,24.598459
107年03月09日 07時13分00秒,嘉義縣太保市港尾里產業道路(電桿015760旁),死亡1;受傷0,普通重型-機車,120.362912,23.464054
107年03月09日 08時13分00秒,高雄市林園區溪州二路115巷林園幹12號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.400468,22.510761
107年03月09日 14時59分59秒,雲林縣北港鎮台19線 65公里北向內側,死亡1;受傷2,自用-小貨車(含客、貨兩用);普通重型-機車;自用-小貨車(含客、貨兩用);自用-小客車;乘客-人,120.301568,23.591273
107年03月09日 15時13分00秒,高雄市燕巢區中興路附近 / 高雄市燕巢區中興路附近,死亡1;受傷0,自用-大貨車;普通重型-機車,120.361746,22.792929
107年03月09日 18時46分00秒,基隆市仁愛區仁二路 / 基隆市仁愛區愛三路,死亡1;受傷0,行人-人;民營客運-大客車,121.743403,25.129483
107年03月09日 23時46分37秒,屏東縣潮州鎮台一線與彭城路口,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人,120.548731,22.539583
107年03月10日 01時42分00秒,臺中市中區中華里臺灣大道一段562號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.676519,24.145325
107年03月10日 04時39分00秒,彰化縣員林市三多里莒光路838號前0.0公尺,死亡1;受傷0,行人-人;自用-小客車,120.571264,23.971797
107年03月10日 05時30分23秒,南投縣埔里鎮中山路三段588號前0.0公尺東側,死亡1;受傷0,自用-小客車;行人-人,120.949874,23.970887
107年03月10日 07時20分52秒,嘉義縣梅山鄉梅北村健康街南側 / 嘉義縣梅山鄉梅北村新市路,死亡1;受傷1,普通重型-機車;普通重型-機車,120.559506,23.587360
107年03月10日 08時20分00秒,臺東縣臺東市臨海路1段南側 / 臺東縣臺東市馬亨亨大道,死亡1;受傷0,普通重型-機車;自用-小客車,121.162212,22.756011
107年03月10日 10時52分00秒,臺南市安平區怡平路364號前0.0公尺,死亡1;受傷2,自用-小客車;普通輕型-機車;普通重型-機車;乘客-人,120.177706,22.993336
107年03月10日 11時30分00秒,雲林縣西螺鎮國道1號 233公里400.0公尺處北向內側,死亡1;受傷1,自用-小客車;自用-小客車;乘客-人,120.467914,23.758785
107年03月10日 12時04分03秒,南投縣名間鄉新街村彰南路556號前0.0公尺,死亡1;受傷0,電動自行車-慢車;自用-小客車,120.692089,23.881649
107年03月10日 17時20分00秒,臺南市南區濱南路南側 / 臺南市南區商港路,死亡1;受傷0,自用-小客車;普通重型-機車,120.175384,22.941984
107年03月10日 23時14分00秒,臺南市永康區大灣路107號,死亡1;受傷0,普通輕型-機車;自用-小貨車(含客、貨兩用),120.269752,23.009983
107年03月11日 23時31分00秒,臺南市安定區港南里市道178線北側 / 臺南市安定區港南里國道8號旁道路,死亡1;受傷0,普通重型-機車;自用-小客車,120.225760,23.085364
107年03月12日 07時20分55秒,屏東縣崁頂鄉力社村南二高平面道路,死亡1;受傷0,普通重型-機車,120.499121,22.515843
107年03月12日 15時50分00秒,屏東縣長治鄉振興路16-11號前0.0公尺,死亡1;受傷0,普通重型-機車,120.580882,22.710179
107年03月12日 16時25分00秒,臺中市大雅區文雅里中清路三段前0.0公尺,死亡1;受傷0,營業用-大貨車;腳踏自行車-慢車,120.646564,24.222718
107年03月12日 17時19分52秒,屏東縣萬丹鄉新庄村萬順路1段北側 / 屏東縣萬丹鄉新庄村萬新路,死亡1;受傷0,普通重型-機車,120.486244,22.567042
107年03月12日 18時45分00秒,臺南市新化區東榮里中正路294號前0.0公尺東側,死亡1;受傷1,普通重型-機車;其他人-人,120.308552,23.031561
107年03月13日 08時32分00秒,苗栗縣頭屋鄉象山路、孔聖路口,死亡1;受傷0,普通重型-機車;營業用-小貨車(含客、貨兩用),120.864046,24.579919
107年03月13日 10時46分00秒,南投縣名間鄉濁水村員集路東側 / 南投縣名間鄉濁水村車站路東側,死亡1;受傷0,普通重型-機車;自用-小客車,120.704384,23.835658
107年03月14日 10時41分00秒,高雄市鳳山區鳳南路口 / 高雄市鳳山區善志街口,死亡1;受傷1,普通重型-機車;普通重型-機車,120.335462,22.601472
107年03月14日 15時25分14秒,高雄市旗津區旗津一路往過港隧道汽車道LB-23-5路燈處,死亡1;受傷2,自用-小客車;自用-小客車;自用-小客車,120.304695,22.562876
107年03月14日 16時39分24秒,臺南市新化區復興路北側 / 臺南市新化區外環道路,死亡1;受傷0,營業用-半聯結車;普通重型-機車,120.313327,23.024798
107年03月15日 18時43分00秒,新北市八里區龍米路1段30巷前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人,121.457425,25.116833
107年03月15日 18時51分00秒,新竹縣竹北市中正西路926巷口,死亡1;受傷0,自用-小客車;普通重型-機車,120.980725,24.840564
107年03月15日 19時30分00秒,雲林縣林內鄉國道3號 257公里500.0公尺處北向內側,死亡1;受傷0,其他人-人;自用-小貨車(含客、貨兩用);自用-小客車,120.605676,23.762712
107年03月16日 01時24分07秒,嘉義縣鹿草鄉重寮村中寮84之31號前,死亡2;受傷1,自用-小客車;普通重型-機車;乘客-人,120.313052,23.401874
107年03月16日 12時17分00秒,嘉義縣水上鄉三鎮村台1線275.6公里處,死亡2;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人,120.387306,23.415769
107年03月16日 12時29分23秒,臺南市新營區國道1號 288公里南向交流道,死亡1;受傷0,營業用-半聯結車,120.296979,23.317340
107年03月17日 09時57分51秒,臺南市仁德區中正路3段189號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-大貨車,120.254185,22.976760
107年03月17日 18時51分27秒,新竹縣竹東鎮中豐路三段632號附近,死亡1;受傷0,普通重型-機車;營業用-大貨車,121.044977,24.774922
107年03月17日 21時54分00秒,彰化縣北斗鎮西安里中山路2段 / 彰化縣北斗鎮西安里中山路2段,死亡1;受傷0,自用-小客車;行人-人,120.519157,23.875760
